Keyword,title,price,raw_price,rating,Reviews,platform,position,Delivery,Link,thumbnail,Data_Source,brand,rank,visibility_score,top_10_products,price_range
washing machine,Costway 77 lbs Full Automatic Washing Machine with 8 Preset Programs 6 Water Levels Gray,189.99,189.99,4.3,,best buy,30,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTQPVooVQiBZSJ-APvfG-5awCh0igeU5rbklNv6SGXry2m0P5sqxt26vmn6xBtN-wif-vlnNyHXuSUpqo_b4ED9pAHQYB2SHulaYhCdU1cDxljCP0piPxpnEA,API,Costway,8,12.5,True,Budget
washing machine,Bosch WAJ2826BIN 8 kg 5 Star Fully Automatic Front,366.81,366.81,3.6,67,ysvara lifestyle,31,Free delivery,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSy-Oo4lR7UkrDgO4qKcVnBlSZUYKL2S46fuvxR-usvANAVpMzdCpK5fJnn14teukyxwZrF1GVrG7_x4kRhhb94SeD0Wv6ZLQvr3D4tsNqTRk9MNozlvUat,API,Bosch,15,6.666666666666667,False,Mid Range
washing machine,Eaton Manual Transmission Main Shaft Washer 4303603,8.25,8.25,4.3,,wengers of myerstown,32,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRco_cvhjZM0BHYc-I8Qu1V5GrvijYyqxfzLJiKEA8tjzP2uuAfgP7N3COzBO7u0FzBc0ICkiLDfNJlBvJii71q-jE-l8TzG8CYeoli1YJ5lI4jeBJmO3fJrA,API,Eaton,8,12.5,True,Budget
washing machine,Costway 77 lbs Full Automatic Washing Machine with 8 Preset Programs 6 Water Levels Gray,227.69,227.69,4.3,,kohl's,33,Free delivery,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRSWdkbku9cFHMtjqlJoGVSLWW9TDkjJK2_YSas8gvlGhtqauFvbNCdepMUZOOxQj_T84XCOoVY_C-ukhSNw5vlOOrkhXAyExTm7vl4wvIWqSlAWoGv7yX2-Q,API,Costway,8,12.5,True,Budget
washing machine,Haier 7 kg Fully Automatic Top Load Washing Machine,162.51,162.51,4.3,,ysvara lifestyle,34,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRi4ZWuU2pdiGOfya8FOS_kHyFBdpRd2EsxQGe_RGor4Zua_fItAIK1VaVRefwYFFVCcDSVO_EdecHxgRkx2Qo4LHifS0FHUPdEhE9bxjz8I0N-5jgtSWbJSw,API,Haier,8,12.5,True,Budget
washing machine,Costway 993 lbs Full Automatic Washing Machine with 8 Preset Programs Compact Washer Gray,209.99,209.99,4.3,,best buy,35,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQs4HErDdpbwUKRJgKpSQeFMEIgRdvriCYw4WahDFsKpn0AIH5RLlSP4Q8YExrZ7mPJjHJEM-UKWPq9Ad_9kWJzF51H-9FQeARVGiXMG_sCSrUN74vGVsG1,API,Costway,8,12.5,True,Budget
washing machine,Samsung 8 kg Front Load Washing Machine,373.17,373.17,4.3,,ysvara lifestyle,36,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSGWDpGsADtqVq43mSvLP9Kkxkd8_pm6Ic47aIoqC0xQzKh8MIfykYl1IHMpO8KF4LZLELoTmvK_9wTW6L3XdcR1g6n0ElHx8oDs-teIXzPAOfTWcIyI2pN,API,Samsung,8,12.5,True,Mid Range
washing machine,Costway 993 lbs Full Automatic Washing Machine with 8 Preset Programs Compact Washer White,209.99,209.99,4.3,,best buy,37,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSDdM63wDGhQ8CH5gk2q1rEDMGW45Wppdg1FIwffVt7VcrPwhQW2UhU2GNx-4q5CEOX3dDGcXXrpx2zeWpcw0XRtH6c324j4_FNcVm3YNS7kF6j8vib5TPE,API,Costway,8,12.5,True,Budget
washing machine,Costway 77 lbs Full Automatic Washing Machine with 8 Preset Programs 6 Water Levels White,189.99,189.99,4.3,,target,38,Free delivery,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSrYFIGb0yaeUAJMAeFHvMhheXYwslRXuDsbs8mCi9sTFfz_955DNsI3nfzoAM9y21VJ6m6rPqlaLPp7cVqsoE9_GMO0vZ7E2AOIxaP1aCwzaQdyixiK5ROBw,API,Costway,8,12.5,True,Budget
washing machine,BLACKDECKER 09 Cu Ft Portable Washer,409.99,409.99,5.0,1200,stoneberry,39,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQc7bTZ6N1cHu4ytGovJIAUFmsh9mBMwL1tnqw3Z-Tymk_lZU5NdHKLDsa7K4A3MFD7i3CA5dgatf3fkobifRIZNzzDUui60J8lr1pfdhwuVEuBmmhZl0Z4,API,BLACKDECKER,1,100.0,True,Mid Range
washing machine,Costway 800W Electric 15 cuft Compact Drying Machine with Stainless,227.69,227.69,4.7,95,kohl's,40,Free delivery,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRzExfUez632RYQqBOlyPE--exjrFLYtJTBWEZwj2oavWmZopRV8msTdP63rbzPJ6mqBryGuWvq1MIIf-KXHI05J9vRIlLIjIp6hPPrP1N3DZQtMN3OZMl2,API,Costway,4,25.0,True,Budget
washing machine,Mini Wash Machine Compact Twin Tub Top Load Washer Spin Dryer 13lbs Portable White Segawe,121.19,121.19,4.3,,ebay - 1soundandfury,4,Free delivery,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSHeeIZN_lyEE1xbzXO9M3y_k2hfj5KA-3vsPZK5joTEZ5xUJdxaRRGdGn7Y-T_-HDyCAZFV2Myw1nq2r99JoAmalI1YS5p9Cuz9Dy2OHSp9EpCgIqixJ2L0Q,API,Mini,8,12.5,True,Budget
washing machine,GE 32 in 48 cu ft White Front Load Washing Machine with UltraFresh Vent System with OdorBlock and Sanitize with Oxi,112.46,112.46,5.0,20000,littlewoods,5,Free delivery by Wed,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSrwmDtjYV1Y1crSo8RZmPw97eivG3Aa1NFRE5SjdOrVSvzsMboRFR1BvZMIgxJCvX0e3YynDMn8-0nFrHCfnxcP0DnNJ7Rez7Wj0tHwuhW,API,GE,1,100.0,True,Budget
washing machine,LG WM3400C 27 Inch Wide 45 Cu Ft Energy Star Rated Front Loading Washer with 8 Wash Programs White Laundry Appliances Washing Machines Front Loading,794.01,794.01,4.3,,ferguson home,6,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcT7Vi64L1BY_ptoF1V5RAjfX8QOkjI7QGkbw-FF5KkJV7NVSB4g84ZllA_ql50pxaimeiTI5AHk1vOwT1OgHu_z_v2JibA0C55d0gfev7c,API,LG,8,12.5,True,Mid Range
washing machine,Costway 26lbs Portable Semiautomatic Washing Machine WBuiltin Drain Pump Blue,189.99,189.99,5.0,1700,target,7,Free delivery by Wed,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ2HV9n0xElJhKSSshM28z2-DIohgZLPy1wzCoSv1YnhNR095B2UST9sZkL9kDlA305kc-_fMphZ_LVKE9Vs8Ji_uxwLZPytX2g9BF9GPu-wwKYPZl9ZHCB,API,Costway,1,100.0,True,Budget
washing machine,Whirlpool 16 cu ft Compact Top Load Washer,27.99,27.99,4.3,,rent-a-center,8,Free delivery,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSb8iJg60VkNxkbkYOLpYFjoMzD13N9arbf0j7BNvC5rVYIqwmWvZWTqvcZqzDkyuU1TI52aB_tn2VcmpmACqDyIN2Dys1Ne19SPZTy4DW50U212K6SQe-W1Q,API,Whirlpool,8,12.5,True,Budget
washing machine,Samsung 46 Cu Ft Electric Top Load Washer,23.99,23.99,5.0,883,rent-a-center,9,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTZVsUaaMCmAZlBuvDNVd6ibtVzZC_5VwxwXbTZqkOhxG7eUI_a5IygVdIt75hBouKZe6jG-0oLOXZ8sqdKFaL6fIAs5BY22oEeJ9vMowdJx8yyG1XeRXv1Zw,API,Samsung,1,100.0,True,Budget
washing machine,Samsung 47 Cu Ft HighEfficiency Smart Top Load Washer with Active WaterJet Black,39.0,39.0,4.3,,ohiofurnitureusa.com,10,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRb4xFVqWQCtBfIlWjE0YWyA_YgL16QLnMp3flGHQ2-5ffGU36P9ptH53ZUPeUoeHfQPB0s1557NSUf05bBJsof8YSdGlDStuKrsX-z4NBrcAXd1TYFJjCD,API,Samsung,8,12.5,True,Budget
washing machine,Samsung WA54CG7150AD 54 cu ft Top Load Washer Platinum Gray,798.0,798.0,4.3,,varouj,11,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRKnLDpXeolcEo0llSDxhe7mP9A22Q_dDkRRCu4r2bM84jcZuqR_MGQM5go8tWaSYtoOsnUYPjvTijyfE2aHClrgWWzh4a6QjX5Ng_BGDfJGSQy93l0WwnHXQ,API,Samsung,8,12.5,True,Mid Range
washing machine,Zokop Home 176lbs Capacity Full Auto Washing Machine Spinner Dry,174.99,174.99,4.3,,ebay - gadgettown,12,Free delivery by Fri,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTjhCtYPXsjMn6br4BpIcl-D2TMRjvqrLzq9yyJF32cdkoObzrbTaRrKu6AmLMp40o1gOAj10AwyiomvR2cpYkqjw3cXiYIFCtIP84xFXlr79Xma6zhINnOAQ,API,Zokop,8,12.5,True,Budget
washing machine,Zokop 156lbs Full Auto Washing Machine Washer Spindry Apartment 10,159.85,159.85,4.3,,ebay - yallstock,13,Free delivery by Fri,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcToJqGhBrpWB8rD7a6w6rUSA7S95Fiatao4dRhLGtB8nOJblw50Z38V7OwHtA7QO0pBJ7zlfPLkVC5cqXlUloT132A1HpA2Xs9Cz25IuBtV6pQbIMwznR6j,API,Zokop,8,12.5,True,Budget
washing machine,LG WM3400CW 45 Cu Ft Ultra Large Front Load Washer White,748.8,748.8,4.3,,kt appliance,14,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTct_w9OjHmTnjQOk0Yucf87iOTf9CApMd4pl4GuuUZzMkafa26VzHt5koZeb5DB4yZlnBw3ZyhsyRPKrNj7R41SsvEoY6ojRtQool8-HVas-nooa-0Ax3peA,API,LG,8,12.5,True,Mid Range
washing machine,LG 41 Cu Ft HighEfficiency Top Load Washer with TurboDrum Technology White,39.0,39.0,4.3,,ohiofurnitureusa.com,15,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRf83pTpQd7MKdJXukcEC7k4TtYRrVFRCdT-xNrnYz-wP0ObqEnyc2u2TcOoQWgr1-ACmd-jZf0z0bRted0ei6tZL3IUI_mpbOKet2PZwRirq6Dk5NYBVIpVg,API,LG,8,12.5,True,Budget
washing machine,Maytag 45 Cu Ft HighEfficiency Stackable Front Load Washer with Steam and Fresh Spin White,39.0,39.0,4.3,,ohiofurnitureusa.com,16,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTmknzuP7KEQXj4P_oRDb1bYNCuXKHGoS8nfi8JfcUWg2mWZCubPT7pewdnmUDWoxd4Iv8itdX841hU0kD3xmuEMTfbNrGVTg,API,Maytag,8,12.5,True,Budget
washing machine,GE 48 Cu Ft White Smart Front Load Washer with UltraFresh Vent System,843.7,843.7,5.0,20000,wdc kitchen & bath,18,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTjDOI7hl7UF9SPDul8QbI8upIFxZgcuMx_6Zcb1GyTXiM1ryUgjWjFS5lxtTstbfZRaqEjK0nnRwxFC0VO8TddMYKi6cJtbLCaKCtYt7iS,API,GE,1,100.0,True,Mid Range
washing machine,LG 41 cu ft Top Load Washer in White with 4way Agitator NeveRust Drum SlamProof Glass Lid and True Balance wt6105cw,699.0,699.0,5.0,5700,stu's home improvement outlet,19,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRdDY3xZ5u5_XJ_NM54i6m5KbjkCrsjBwgfslSXmdcb5lOSgIyjGmXp2rtsqC6STtB0Yn0TKGsvoZpP3zVtvP8o9RHQ4kvPr0Ep9paxPOcUxU1WS9LUmQOO,API,LG,1,100.0,True,Mid Range
washing machine,50 cu ft Mega Capacity Smart Front Load Washer with TurboWash 360 AI Sensing and Hybrid Electronic Controls with LCD Display,1050.95,1050.95,4.3,,albo appliance,24,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRC4xv1yTum2fcjJ-_dpu_Np1pNtopuiYr-4KW1ad2X4fVH5MMmTTMTge1WcH0MDKvwXKijPUOOPbiavVFQdZDCStJQ0WUpxOzfnSO7JESLeN2IqfgqnB4Xmw,API,50,8,12.5,True,Mid Range
washing machine,GE 50 cu ft Smart Front Load Steam Washer with SmartDispense UltraFresh Vent System OdorBlock Sanitize Allergen ENERGY STAR,1349.99,1349.99,4.7,2400,appliance center | sleep shop,25,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRIpe2kK0Si6ALMgqEdlB1cR8npzQkfmJt4azKu2G75v0tbFKqLHsrQIGN1PKyHnhiF1FVZ8vt6MpHV8xKZ-I8TKqpTlE3q9QL1R0vaOn8,API,GE,4,25.0,True,Mid Range
washing machine,Hotpoint 40 cu ft Top Load Washer in White with Cold Plus and Water Level Control,17.99,17.99,4.3,,rent-a-center,26,Free delivery,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQCr_z2YaYA8yr7YNTuaKbWYRnw_6KVCqH9meHswQB1FrwXkmNn1WfPZ4k0LP8aWjy4g_YIdoqJC3FCHRd48H4yj3crhdlwKhiEDXVJVsYa,API,Hotpoint,8,12.5,True,Budget
washing machine,41 Cuft Top Load Washer With Agitator Slamproof Lid Monochrome Grey,949.0,949.0,4.3,,hd supply,27,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSMFLRMhnIlupZ4BGHTx7AYhMdOqdyKRbIuwt1Cxi6paeLwai5W4CY8PgcxvrcI4DKONTWy56cgg2aMtBTWkvajl2ArPagQR9Wo0uGeez4,API,41,8,12.5,True,Mid Range
washing machine,Costway 77 lbs Full Automatic Washing Machine with 8 Preset Programs 6 Water Levels Gray,189.99,189.99,4.3,,best buy,29,Unknown,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTQPVooVQiBZSJ-APvfG-5awCh0igeU5rbklNv6SGXry2m0P5sqxt26vmn6xBtN-wif-vlnNyHXuSUpqo_b4ED9pAHQYB2SHulaYhCdU1cDxljCP0piPxpnEA,API,Costway,8,12.5,True,Budget
washing machine,Bosch WAJ2826BIN 8 kg 5 Star Fully Automatic Front,366.81,366.81,3.6,67,ysvara lifestyle,30,Free delivery,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSy-Oo4lR7UkrDgO4qKcVnBlSZUYKL2S46fuvxR-usvANAVpMzdCpK5fJnn14teukyxwZrF1GVrG7_x4kRhhb94SeD0Wv6ZLQvr3D4tsNqTRk9MNozlvUat,API,Bosch,15,6.666666666666667,False,Mid Range
washing machine,Bosch 8 kg 5 Star Front Load FullyAutomatic Washing Machine AI ActiveWater15 Wash Programs Removes 999 Germs with Steam No Tangle or Wrinkle,375.15,375.15,1.9,1,ysvara lifestyle,31,Free delivery,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQl8IZDkkD61C8SmiDle3cDsQSiO0zK2-e4em-URiYNoNxDEZUeP8-bjgzqRlkGF8W-qc0j579MjRCNcyzWCHAmly4xuzW-XHaBxvMOIplCBooSgQAZx3h7,API,Bosch,31,3.225806451612903,False,Mid Range
washing machine,Costway 993 lbs Full Automatic Washing Machine with 8 Preset Programs Compact Washer Gray,209.99,209.99,4.3,,best buy,34,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQs4HErDdpbwUKRJgKpSQeFMEIgRdvriCYw4WahDFsKpn0AIH5RLlSP4Q8YExrZ7mPJjHJEM-UKWPq9Ad_9kWJzF51H-9FQeARVGiXMG_sCSrUN74vGVsG1,API,Costway,8,12.5,True,Budget
washing machine,Haier 7 kg Fully Automatic Top Load Washing Machine,162.51,162.51,4.3,,ysvara lifestyle,35,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRi4ZWuU2pdiGOfya8FOS_kHyFBdpRd2EsxQGe_RGor4Zua_fItAIK1VaVRefwYFFVCcDSVO_EdecHxgRkx2Qo4LHifS0FHUPdEhE9bxjz8I0N-5jgtSWbJSw,API,Haier,8,12.5,True,Budget
microwave,Restored Panasonic Nncd65ns HomeMADE 13 Cubic Ft Countertop Microwave 1200w MultiOven Refurbished Silver,199.99,199.99,4.2,,walmart - verdi,1,Free delivery,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSLxUOU36uCObFiqhdlr_WJiYh0uhp95eneZLsJCWn-gvyZuh4MU3s-cmq2_nuUoCPwx26pEntq6H4t0p1i2-o0CKhHdrGfXBEUq6LG2FZU,API,Restored,9,11.11111111111111,True,Budget
microwave,Panasonic 13 Cu Ft Homemade Countertop Microwave Nncd65ns,193.9,193.9,4.2,,ebay - retail_king,2,Free delivery by Fri,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQCcNj1Mq-neJnb1fxZNOAGNxWNPIL_yRnD_VdFxYvFKvV2J1bwH6l1vkUPuS8GesR88_Cb1Oz8nDvzKLhnxQ8q8XwxZVlVBW5EIfYtrYCPpSnbXM5JLUQd6Q,API,Panasonic,9,11.11111111111111,True,Budget
microwave,Frigidaire FMOS1746BS 17 Cu Ft OverTheRange MicrowaveFMOS1746BS Art Noey Appliance,399.0,399.0,4.2,,art noey appliance,3,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR0jDW56WzgWH_pvoNf4OHEGKVReDrbzrKA_mmhNI7Vr1JAn1vtSqUpqsxae5JOI4NZRkCtHfamoSWqH3c32o8TuVmMK0fslRxl8syO_J1Wg_hmXFRERTSAeg,API,Frigidaire,9,11.11111111111111,True,Mid Range
microwave,Black Decker Black And Decker Microwave Home Color Black,100.0,100.0,5.0,1,mercari,4,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQBxWxTzpgiWbGEcrt5gFDBc_2-BDD9zoRP0kd4QeWsj5Pb75kwhm1GRcCu29S9bKo2k9dKhG_wi1Vuc8SpfVUMoClpECpoU8l8O4PT9TE,API,Black,1,100.0,True,Budget
microwave,Microwave Oven,120.0,120.0,2.9,485,ebay,5,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQicgQW4Kmpad_o5HHp7Yr_b-Ha6-nvesXcft5OYRdt_-XcATv9VOPg-2_qMBIIQ-e9EUG6LU14tBGgaOeVHF6kWWCFPuaW-UHDSKPz6lZDuvW9Ptpf5l_XPQ,API,Microwave,22,4.545454545454546,False,Budget
microwave,Mainstays Msf0b100072352 7 Cu Ft Countertop Microwave Oven 700 Watts,75.0,75.0,4.0,16000,ebay,6,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSOdNhmeBeFIWFnyvkmaL7O-io2WJRTCTKGi4g29yzuTst6jsl7CRMgsrXw4oYER_6WcdyA-6D-5KUlZoyJylK9wTo6GON5-JVuhfud3a-lJN1W7bE5HSly,API,Mainstays,11,9.090909090909092,False,Budget
microwave,Nostalgia Retro 07 Cu ft Countertop Microwave Oven,89.99,89.99,5.0,1200,best buy,7,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQbpAC1Zn3gnEI0o4yIrowCV6nyHQhZ-v6_gP0-dXNmzHKXPh5RRjaNEtIJY3TFEuDadrKsEbnv_-RCtME60negxQK9e_FcKEZiUOakYU7fEiSq6isHr-bhhQ,API,Nostalgia,1,100.0,True,Budget
microwave,Costway 07Cu ft Retro Countertop Microwave Oven 700W LED Display Glass Turntable Green onesize CSHY005007,91.98,91.98,3.1,294,lowe's,8,Free delivery by Thu,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcT13yx6mcXBOnNweSW1OwE_saP0b7fhp51t1dDJ3EBWldEgNxHBtk3ALrpaEt2U7wezI-V40sZIMivmMVWYp8Q1G_6UOqZAGZnbsB9egi-exZZKIbY7yqGqEg,API,Costway,20,5.0,False,Budget
microwave,Mainstays 07 Cu ft Countertop Microwave Oven 700 Watts Black,53.99,53.99,5.0,16000,ebay,9,Free delivery,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcT1pbfvAK0nquSdJc1WCUk4kOUkq3AOXBczaWM6OibjFsCQDMjzAdf8qxwJvEruHW8Pxkk_Zn6jaSU2uEloVVf8Zv-6K76NtxEe5TsweKWx,API,Mainstays,1,100.0,True,Budget
microwave,Costway 09Cu ft Retro Countertop Compact Microwave Oven 900W 8 Cooking Settings Green onesize CSHY005018,127.99,127.99,4.1,366,lowe's,10,Free delivery by Thu,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT5zCHy6kzgiqzdnyEAfPCPgypG7-0-PrxBBBQNetv47fztjMiNwjdvjSwqudki3Fe5SXdO2WdrDJ8aQPOBBiMAgJ1lpeJUMgo-yp13KRE,API,Costway,10,10.0,True,Budget
microwave,Costway 07 Cuft Retro Countertop Microwave Oven 700W LED Display Glass Turntable Green,107.99,107.99,4.5,396,target,11,Free delivery,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTeRm-BCovEmsdrkQDWE2YpOL-mpedalbZMAAdNjMvQyvAePjEamJRPjfaJc681KjajNLcQUW6OpPiyS2SfLg9a2yF4AetuEzFmv3_p7ZgmcqyXlqpbIWH2SA,API,Costway,6,16.666666666666664,True,Budget
microwave,Nostalgia Electrics 07 cu ft Red Countertop Microwave Oven 50s Style Retrowave RMO770RED 5011000 W Countertop 07 cu ft,97.0,97.0,3.7,1300,ebay,12,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSW05JlWB92VPCNIdCqcglfoazgtZtnaIG2TzO_i4qWH8SA9Z53KVjGG4Yd4z_Ou9N7KC1J2pbx2FoAqQKgbGe-2QPsKdrEEKgk6VhQjLNqtQ_JnRqXXMbblQ,API,Nostalgia,14,7.142857142857142,False,Budget
microwave,Retro Countertop Microwave Oven Microwave OvenGreen,114.99,114.99,5.0,316,untilgone.com,13,Free delivery,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRrZWjja5VwU4Kam7g6bHYtYvV6aKkMg-_DLE1Gs2EtOTJPRmTBw7W5g1GyJvDgE_8_ePjQpUkfUkpBEnMA8aMBMQjdlcz-Emg5jAGKwF9qej1OsUmpJs-Q,API,Retro,1,100.0,True,Budget
microwave,Black Decker Microwave New Home,68.0,68.0,4.8,1,mercari,14,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcS01Z_8ckCUwRCLN-b6XpqZ_tgg5oCpch-DDCgGaAz7dAvNRb27ksD1pKJivFBUv4ml4yIbxaQEU1ZqBaScJpAyD-8zNHSlnmskWok4H4c,API,Black,3,33.33333333333333,True,Budget
microwave,Mainstays 07 Cu Ft Countertop Microwave Oven 700 Watts All Color,48.99,48.99,3.2,16000,ebay - bas-199909,15,Unknown,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRgXPbIbO_M2he28tL7LqvPfEPOG8Wuk2nlZNdKHTEIwph-vdmPrDhq9178miYeuWByC4oaLniIFALMDYHDXbqKveRdIigP2feaFFqje3pAKtasyRIbsfxKjA,API,Mainstays,19,5.263157894736842,False,Budget
microwave,GE 17 Cu ft Over The Range Sensor Microwave,399.95,399.95,4.2,20000,schewel furniture company,16,Unknown,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTvijD42fcRGkdvJIpK2pcRyfPbX8EkUrzQbVWTxs0-P_5P_O6yTNRV5Toq4vKSXs9n_zANboRYupizN7Jt_6xVKT3yfPiJ9Qz5F7uERMA,API,GE,9,11.11111111111111,True,Mid Range
microwave,Ge 30 Overtherange Microwave 16 Cu Ft 1000 Watts 300 Cfm Hood,229.23,229.23,5.0,62000,ebay - dazzlepassw,17,Free delivery,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSVBudxFoV84hwtkIUuQUW11zsdQo48tARE778mbW-egWEg4eSUi1HgdVHtW3YyX3cpff1QJ7orOtWc15F01PhAUlT6VGQRyTlg104YOKPw,API,Ge,1,100.0,True,Budget
microwave,Costway 09Cuft Retro Countertop Compact Microwave Oven 900W 8 Cooking Settings White,125.99,125.99,3.5,322,target,18,Free delivery by Wed,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRad7IiQLsPi_3zE3_n3W37Qy2XWzztqcxbU-ENbgyeS3HUALh4ofZXhrP4-WEypXympS8EJ0dwT3_CMsWm3es9lvlyRoOHIw-nMVaRil7u,API,Costway,16,6.25,False,Budget
microwave,Retro Countertop Microwave Oven Microwave OvenOffWhite,119.99,119.99,5.0,354,untilgone.com,19,Free delivery,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRxglO6VToWEDKDq26tf3-KXSY6QsGZHAd-EIIiUTlwk9FQqqNklSba25X6E8KiZfeJx57sIwfDJgBY6T1mxS8QmNJCwkCRBD5JVMUB6QwPfwhA6LYhceIV,API,Retro,1,100.0,True,Budget
microwave,Hamilton Beach 11 Cu ft Microwave Oven,92.37,92.37,2.7,10000,littlewoods.com,20,Free delivery by Thu,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT6Fnp-jzH3BRHJ6KpK-O5n68_PtqfQMkBK0VvMBMWQdYj1BMTo2-JJtuPgD488qiZ0LFvVf_qs7oagp_yeIhgpyZxsgBLhKAHhmYhl0MmiKVcI9ebQFXvo,API,Hamilton,24,4.166666666666666,False,Budget
microwave,Retro Countertop Microwave Oven Microwave OvenPink,129.99,129.99,5.0,369,untilgone.com,21,Free delivery,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcRtKX0KlrP0rDE0_VJPxvYgUuTpf3RjcWu6rYOK2o21V2TjfldrjgzWaOKq7Xu8Yjj8ddf1qINfkXkjn8i-tgWnvESEK_H3-io62c2HyA7Jg1zEpA1G1wCJqg,API,Retro,1,100.0,True,Budget
microwave,Nostalgia Retro Microwave College Approved Home Color Pink,98.6,98.6,3.7,1300,mercari,22,Unknown,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTqlGDG2pXHnH4s_SfoQiR_aQpSkCJgGVN-JVY-DJ89_-iUfHtZpVaTbSIvEIcyJE_TUP7WqTQQ_O5V7KqsD3qpSOYg1Y2BjmVj5fR0XBY,API,Nostalgia,14,7.142857142857142,False,Budget
microwave,Hamilton Beach 11 Cu ft Microwave Oven,32.2,32.2,2.7,10000,trending deals,23,Free delivery,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT6Fnp-jzH3BRHJ6KpK-O5n68_PtqfQMkBK0VvMBMWQdYj1BMTo2-JJtuPgD488qiZ0LFvVf_qs7oagp_yeIhgpyZxsgBLhKAHhmYhl0MmiKVcI9ebQFXvo,API,Hamilton,24,4.166666666666666,False,Budget
